Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cptac accession number]	Characteristics[data file]	Characteristics[associated file uri]	Characteristics[fraction identifier]	Characteristics[instrument]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[cleavage agent details]	Material Type	Extract Name	Assay Name	Description	Comment[Label]	Comment[fragment mass tolerance] 	Comment[precursor mass tolerance]
Sample 2162	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F15.raw	15	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2165;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2162	Sample 2162				
Sample 2163	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F16.raw	16	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2166;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2163	Sample 2163				
Sample 2164	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F17.raw	17	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2167;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2164	Sample 2164				
Sample 2165	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F18.raw	18	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2168;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2165	Sample 2165				
Sample 2166	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F19.raw	19	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2169;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2166	Sample 2166				
Sample 2167	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F20.raw	20	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2170;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2167	Sample 2167				
Sample 2168	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F21.raw	21	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2171;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2168	Sample 2168				
Sample 2169	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F22.raw	22	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2172;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2169	Sample 2169				
Sample 2170	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F23.raw	23	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2173;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2170	Sample 2170				
Sample 2171	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F24.raw	24	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2174;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2171	Sample 2171				
Sample 2172	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F25.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F25.raw	25	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2175;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2172	Sample 2172				
Sample 2173	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F26.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F26.raw	26	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2176;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2173	Sample 2173				
Sample 2174	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F27.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F27.raw	27	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2177;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2174	Sample 2174				
Sample 2175	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F28.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F28.raw	28	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2178;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2175	Sample 2175				
Sample 2176	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F29.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F29.raw	29	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2179;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2176	Sample 2176				
Sample 2177	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F30.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F30.raw	30	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2180;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2177	Sample 2177				
Sample 2178	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F31.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F31.raw	31	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2181;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2178	Sample 2178				
Sample 2179	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F32.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F32.raw	32	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2182;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2179	Sample 2179				
Sample 2180	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F33.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F33.raw	33	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2183;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2180	Sample 2180				
Sample 2181	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F34.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F34.raw	34	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2184;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2181	Sample 2181				
Sample 2182	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F35.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F35.raw	35	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2185;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2182	Sample 2182				
Sample 2183	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F36.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F36.raw	36	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2186;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2183	Sample 2183				
Sample 2184	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F37.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F37.raw	37	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2187;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2184	Sample 2184				
Sample 2185	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F38.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F38.raw	38	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2188;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2185	Sample 2185				
Sample 2186	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F39.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F39.raw	39	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2189;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2186	Sample 2186				
Sample 2187	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F40.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F40.raw	40	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2190;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2187	Sample 2187				
Sample 2188	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F41.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F41.raw	41	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2191;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2188	Sample 2188				
Sample 2189	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F42.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F42.raw	42	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2192;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2189	Sample 2189				
Sample 2190	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F43.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F43.raw	43	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2193;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2190	Sample 2190				
Sample 2191	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F44.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F44.raw	44	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2194;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2191	Sample 2191				
Sample 2192	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F45.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F45.raw	45	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2195;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2192	Sample 2192				
Sample 2193	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180414_HF_ZHW_total_liver28_F46.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver28_Proteome/liver28_Proteome_raw/20180414_HF_ZHW_total_liver28_F46.raw	46	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:2196;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 2193	Sample 2193				
